Sexo;Estado Civil;Anos de estudo;Formação;Tempo de empresa;Unidade;Departamento;Cargo;Salário;Bônus
Feminino;Casado;10;Sócio-econômicas; ;Rio de Janeiro;Pessoal;Auxiliar;2,38;22,82
Feminino;Casado;13;Humanas;25;São Paulo;Produção;Auxiliar;4,28;9,04
Masculino;Divorciado;19;Sócio-econômicas;34;Rio de Janeiro;Vendas;Assistente;35,12;54,92
Feminino;Casado;14;Sócio-econômicas;0;Curitiba;Vendas;Assistente;9,73;26,86
Feminino;Casa ;10;Humanas;5;Florianópolis;Produção;Auxiliar;2,91;2,5
Masculino;Casado;17;Biológicas;42;São Paulo;Vendas;Assistente;31,39;29,52
Feminino;Casado;14;Sócio-econômicas;6;Curitiba;Produção;Assistente;7,1;19
Masculino;Viúvo;14;Exatas;8;São Paulo;Produção;Auxiliar;1,98;4,04
Feminino;Divorciado;13;Biológicas;24;Florianópolis;Vendas;Auxiliar;7,1;6,2
Feminino;Viúvo;14;Biológicas;12;Rio de Janeiro;Financeiro;Auxiliar;3,49;13,86
Masculino;Viúvo;17;Sócio-econômicas;2;São Paulo;Pessoal;Auxiliar;6,09;13,86
Masculino;Casado;17;Sócio-econômicas;25;Rio de Janeiro;Pessoal;Assistente;23,24;107,32
Masculino;Casado;17;Exatas;20;Curitiba;Financeiro;Assistente;11,41;22,82
Masculino;Divorciado;18;Exatas;14;Rio de Janeiro;Financeiro;Auxiliar;7,47;6,2
Masculino;Casado;21;Sócio-econômicas;27;Rio de Janeiro;Vendas;Gerente;55,13;160,48
Feminino;Casado;15;Sócio-econômicas;18;Rio de Janeiro;Produção;Assistente;9,61;13,34
Masculino;Casado;17;Sócio-econômicas;31;São Paulo;Vendas;Assistente;18,04;37,14
Masculino;Solteiro;17;Sócio-econômicas;33;Rio de Janeiro;Vendas;Gerente;23,03;47,32
Masculino;Casado;19;Sócio-econômicas;21;Rio de Janeiro;Vendas;Gerente;50,1;47,74
Masculino;Casado;14;Sócio-econômicas;8;Rio de Janeiro;Financeiro;Assistente;8,24;34,34
Masculino;Solteiro;15;Exatas;17;São Paulo;Vendas;Assistente;4,34;9,44
Masculino;Casado;20;Exatas;19;Curitiba;Vendas;Assistente;29,63;11,4
Masculino;Viúvo;19;Sócio-econômicas;29;Rio de Janeiro;Vendas;Assistente;26,76;54,44
Masculino;Casado;17;Humanas;23;Florianópolis;Vendas;Assistente;17;28,3
Masculino;Casado;10;Sócio-econômicas;8;Curitiba;Produção;Auxiliar;3,81;12,5
Masculino;Viúvo;15;Sócio-econômicas;6;São Paulo;Financeiro;Assistente;9,61;8,08
Feminino;Casado;10;Exatas;0;Curitiba;Produção;Auxiliar;1,9;10,38
Masculino;Casado;16;Exatas;5;Florianópolis;Produção;Auxiliar;3,65;7,74
Masculino;Casado;15;Sócio-econômicas;19;Rio de Janeiro;Pessoal;Assistente;25,4;67,52
Feminino;Casado;18;Biológicas;26;Rio de Janeiro;Vendas;Assistente;14,45;50,8
Masculino;Casado;18;Exatas;2;Florianópolis;Financeiro;Auxiliar;7,38;24,64
Masculino;Casado;16;Humanas;25;Rio de Janeiro;Vend ;Assistente;37,38;63,3
Masculino;Viúvo;17;Sócio-econômicas;21;Curitiba;Vendas;Assistente;20,62;9,3
Feminino;Divorciado;14;Exatas;13;Curitiba;Produção;Auxiliar;2,45;3,08
Feminino;Casado;15;Sócio-econômicas;21;Curitiba;Vendas;Assistente;5,93;38,96
Masculino;Casado;19;Sócio-econômicas;30;Rio de Janeiro;Vendas;Gerente;57;68,6
Masculino;Divorciado;16;Biológicas;31;Rio de Janeiro;Vendas;Assistente;28,41;23,32
Masculino;Casado;15;Sócio-econômicas;22;Curitiba;Fina ;Assistente;8,85;30,74
Masculino;Casado;16;Sócio-econômicas;25;Rio de Janeiro;Financeiro;Assistente;8,54;24,9
Masculino;Casado;20;Sócio-econômicas;25;Rio de Janeiro;Vendas;Gerente;30,63;69,14
Masculino;Viúvo;15;Exatas;10;São Paulo;Vendas;Auxiliar;5,7;3,6
Masculino;Solteiro;16;Humanas;3;Curitiba;Produção;Auxiliar;6,01;8,8
Feminino;Solteiro;11;Humanas;12;Rio de Janeiro;Produção;Auxiliar;1,41;6
Feminino;Casado;14;Exatas;13;Florianópolis;Financeiro;Auxiliar;1,92;6
Feminino;Casado;16;Sócio-econômicas;31;Curitiba;Vendas;Assistente;9,17;33,34
Masculino;Divorciado;15;Biológicas;12;Curitiba;Vendas;Assistente;10,42;36,44
Masculino;Viúvo;18;Sócio-econômicas;16;Rio de Janeiro;Vendas;Assistente;20,05;21,08
Masculino;Casado;20;Sócio-econômicas;30;Rio de Janeiro;Vendas;Assistente;21,4;23,32
Masculino;Casado;16;Sócio-econômicas;18;Curitiba;Vendas;Assistente;10,54;17,92
Masculino;Casado;17;Sócio-econômicas;17;Curitiba;Pessoal;Assistente;13,43;9,56
Feminino;Casado;17;Humanas;25;Rio de Janeiro;Vendas;Assistente;28,17;49,48
Masculino;Casado;17;Sócio-econômicas;23;Curitiba;Vendas;Assistente;16,01;36,44
Feminino;Solteiro;13;Exatas;0;Florianópolis;Pessoal;Auxiliar;1,62;2,08
Masculino;Casado;19;Exatas;21;São Paulo;Vendas;Assistente;15,37;40,48
Feminino;Casado;16;Exatas;12;Curitiba;Financeiro;Assistente;6,5;25,46
Masculino;Casado;11;Exatas;10;Curitiba;Pessoal;Auxiliar;3,1;24,36
Masculino;Casado;15;Biológicas;8;Curitiba;Vendas;Assistente;2,78;20,14
Masculino;Casado;14;Exatas;9;Rio de Janeiro;Produção;Auxiliar;7,28;29,52
Masculino;Casado;21;Biológicas;33;Rio de Janeiro;Vendas;Gerente;35,12;100,2
Feminino;Casado;16;Biológicas;13;Rio de Janeiro;Vendas;Auxiliar;5,78;11,56
Masculino;Casado;16;Exatas;20;Rio de Janeiro;Financeiro;Assistente;5,55;18,78
Masculino;Casado;14;Sócio-econômicas;16;São Paulo;Financeiro;Assistente;13,28;36,08
Masculino;Casado;20;Sócio-econômicas;31;Rio de Janeiro;Vendas;Gerente;49,75;102,3
Masculino;Solteiro;12;Humanas;10;Rio de Janeiro;Pessoal;Auxiliar;5,05;5,66
Feminino;Casado;10;Biológicas;10;São Paulo;Produção;Auxiliar;1,86;8,22
Masculino;Casado;17;Biológicas;13;São Paulo;Vendas;Assistente;6,84;13
Masculino;Casado;16;Biológicas;5;Rio de Janeiro;Produção;Assistente;16,5;9,44
Feminino;Casado;16;Exatas;3;Curitiba;Vendas;Auxiliar;6,01;19,22
Masculino;Casado;12;Exatas;4;Curitiba;Produção; ;1,98;11,1
Feminino;Solteiro;11;Exatas;0;Florianópolis;Financeiro;Auxiliar;1,27;2,44
Feminino;Solteiro;10;Exatas;8;Florianópolis;Produção;Auxiliar;1,75;3,56
Feminino;Casado;10;Exatas;6;Rio de Janeiro;Produção;Auxiliar;1,2;3,6
Feminino;Casado;15;Exatas;9;Rio de Janeiro;Produção;Auxiliar;3;12,66
Masculino;Casado;12;Exatas;16;São Paulo;Pessoal;Assistente;8,44;9,7
Feminino;Casado;12;Humanas;7;Curitiba;Produção;Auxiliar;1,53;14,38
Feminino;Casado;11;Exatas;0;Curitiba;Produção;Auxiliar;1,81;5,06
Masculino;Casado;17;Sócio-econômicas;30;Rio de Janeiro;Vendas;Assistente;35,68;15,88
Feminino;Casado;14;Sócio-econômicas;8;São Paulo;Vendas;Auxiliar;4,65;10,52
Masculino;Solteiro;11;Sócio-econômicas;6;Curitiba;Produção;Auxiliar;1,86;5,56
Masculino;Casado;16;Sócio-econômicas;23;Rio de Janeiro;Financeiro;Assistente;16,34;6,2
Masculino;Casado;20;Sócio-econômicas;34; ;Vendas;Gerente;24,3;64,34
Feminino;Casado;13;Exatas;0;Curitiba;Produção;Auxiliar;1,49;5,48
Feminino;Casado;13;Humanas;20;Rio de Janeiro;Produção;Auxiliar;2,27;9,18
Masculino;Casado;19;Exatas;22;Curitiba;Vendas;Assistente;14,94;29,52
Masculino;Divorciado;15;Sócio-econômicas;1;São Paulo;Produção;Assistente;6,67;5,22
Masculino;Casado;11;Humanas;1;Curitiba;Produção;Auxiliar;6,75;8,92
Masculino;Casado;11;Sócio-econômicas;8;Florianópolis;Financeiro;Assistente;2,83;11,4
Feminino;Casado;14;Sócio-econômicas;5;Curitiba;Financeiro;Auxiliar;4,72;18,14
Feminino;Casado;19;Sócio-econômicas;27;Curitiba;Vendas;Assistente;21,01;42,02
Feminino;Casado;11;Humanas;16;Rio de Janeiro;Produção;Auxiliar;7,85;21,56
Masculino;Casado;14;Humanas;11;São Paulo;Produção;Auxiliar;14,3;18,78
Feminino;Casado;13;Humanas;0;São Paulo;Vendas;Auxiliar;3,1;49,04
Feminino;Casado;13;Sócio-econômicas;18;Rio de Janeiro;Vendas;Assistente;15,85;8,8
Feminino;Divorciado;10;Exatas;25;Curitiba;Produção;Auxiliar;1,57;2,5
Masculino;Casado;13;Sócio-econômicas;12;Rio de Janeiro;Financeiro;Assistente;10,54;18,78
Feminino;Casado;13;Sócio-econômicas;10;Rio de Janeiro;Pessoal;Auxiliar;7,66;7,96
Masculino;Casado;14;Sócio-econômicas;8;Curitiba;Financeiro;Auxiliar;6,58;15,5
Masculino;Casado;19;Sócio-econômicas;30;Rio de Janeiro;Vendas;Gerente;39,14;44,82
Feminino;Casado;15;Biológicas;12;Rio de Janeiro;Pessoal;Assistente;7,66;15,5
Masculino;Casado;17;Sócio-econômicas;24;São Paulo;Financeiro;Assistente;20,24;58,26
Masculino;Solteiro;10;Exatas;0;Curitiba;Produção;Auxiliar;1,34;2,78
Masculino;Casado;13;Sócio-econômicas;16;Rio de Janeiro;Financeiro;Gerente;28,41;13
Masculino;Viúvo;16;Humanas;26;São Paulo;Financeiro;Assistente;7,75;9,84
Masculino;Solteiro;11;Biológicas;4;Curitiba;Produção;Auxiliar;1,68;2,98
Masculino;Casado;15;Humanas;14;São Paulo;Vendas;Assistente;6,75;8,68
Masculino;Divorciado;15;Exatas;13;Rio de Janeiro;Financeiro;Assistente;8,14;6,58
Masculino;Divorciado;13;Exatas;2;Curitiba;Produção;Auxiliar;1,06;3,54
Masculino;Solteiro;9;Sócio-econômicas;4;Curitiba;Produção;Auxiliar;1,83;3,3
Feminino;Casado;12;Exatas;0;São Paulo;Produção;Auxiliar;1,93;2,16
Masculino;Casado;20;Sócio-econômicas;29;Rio de Janeiro;Vendas;Gerente;70,35;114,76
Feminino;Casado;20;Biológicas;26;Rio de Janeiro;Vendas;Assistente;27,93;53,06
Masculino;Casado;16;Humanas;20;Rio de Janeiro;Produção;Assistente;14,01;27,14
Masculino;Casado;19;Humanas;11;São Paulo;Vendas;Assistente;28,65;11,4
Feminino;Casado;15;Exatas;13;Rio de Janeiro;Pessoal;Assistente;5,78;8,2
Masculino;Casado;13;Sócio-econômicas;20;Curitiba;Vendas;Assistente;14,3;32,68
Feminino;Casado;16;Sócio-econômicas;17;São Paulo;Vendas;Assistente;21,6;32,36
Feminino;Solteiro;14;Humanas;14;Rio de Janeiro;Vendas;Auxiliar;8,04;7,08
Feminino;Casado;10;Sócio-econômicas;16;Curitiba;Produção;Auxiliar;2,7;10,66
Masculino;Casado;19;Sócio-econômicas;21;Rio de Janeiro;Pessoal;Gerente;21,8;47,74
Masculino;Casado;15;Exatas;9;Curitiba;Vendas;Assistente;8,85;30,74
Masculino;Casado;14;Humanas;16;Rio  ;Pessoal;Assistente;10,19;35,72
Feminino;Casado;16;Biológicas;25;Rio de Janeiro;Vendas;Assistente;12,59;34,34
Masculino;Divorciado;18;Sócio-econômicas;13;Curitiba;Vendas;Assistente;15,85;34,34
Masculino;Casado;17;Biológicas;15;São Paulo;Produção;Assistente;4,85;18,34
Feminino;Casado;16;Exatas;13;São Paulo;Produção;Assistente;5,33;9,18
Masculino;Casado;11;Sócio-econômicas;10;Florianópolis;Produção;Auxiliar;4,59;13,34
Masculino;Casado;14;Sócio-econômicas;12;Curitiba;Produção;Assistente;6,5;4,9
Masculino;Casado;11;Sócio-econômicas;3;Curitiba;Produção;Auxiliar;2,83;6
Masculino;Casado;12;Sócio-econômicas;5;Rio de Janeiro;Vendas;Assistente;7,01;32,36
Masculino;Casado;12;Biológicas;0;São Paulo;Vendas;Auxiliar;3,1;3,54
Masculino;Divorciado;15;Exatas;24;Florianópolis;Pessoal;Assistente;9,39;13,34
Feminino;Casado;19;Humanas;19;São Paulo;Vendas;Assistente;25,4;61,76
Masculino;Divorciado;16;Sócio-econômicas;10;Curitiba;Vendas;Assistente;6,01;24,36
Masculino;Viúvo;18;Sócio-econômicas;22;São Paulo;Vendas;Assistente;16,67;86,88
Masculino;Casado;17;Biológicas;8;São Paulo;Vendas;Assistente;10,54;23,84
Feminino;Casado;13;Biológicas;22;Rio de Janeiro;Financeiro;Auxiliar;8,44;10,82
Masculino;Casado;15;Humanas;21;São Paulo;Vendas;Assistente;13,57;18,78
Feminino;Casado;14;Exatas;6;Curitiba;Produção;Auxiliar;1,52;3,62
Masculino;Casado;14;Sócio-econômicas;3;São Paulo;Pessoal;Auxiliar;9,17;15,7
Feminino;Casado;19;Sócio-econômicas;27;Rio de Janeiro;Vendas;Gerente;26,76;62,78
Masculino;Casado;19;Sócio-econômicas;22;Rio  ;Vendas;Gerente;27,69;47,74
Feminino;Casado;16;Sócio-econômicas;2;Curitiba;Vendas;Assistente;17,52;17,92
Feminino;Casado;16;Biológicas;9;Florianópolis;Vendas;Assistente;26,53;66,44
Masculino;Casado;18;Sócio-econômicas;26;São Paulo;Produção;Assistente;11,28;34,68
Masculino;Casado;18;Biológicas;28;Rio de Janeiro;Vendas;Assistente;27,69;22,3
Feminino;Solteiro;15;Exatas;17;Curitiba;Vendas;Auxiliar;2,66;24,68
Masculino;Casado;17;Humanas;26;São Paulo;Vendas;Assistente;26,76;30,74
Masculino;Casado;16;Biológicas;18;São Paulo;Pessoal;Auxiliar;15,06;12,34
Masculino;Casado;20;Sócio-econômicas;23;Rio de Janeiro;Vendas;Gerente;21,8;63,82
Feminino;Casado;11;Sócio-econômicas;8;São Paulo;Pessoal;Auxiliar;3,6;3,02
Masculino;Casado;15;Sócio-econômicas;34;Curitiba;Financeiro;Assi ;10,3;17,08
Masculino;Casado;14;Sócio-econômicas;29;Rio de Janeiro;Produção;Assistente;15,85;17,08
Feminino;Casado;15;Exatas;17;Curitiba;Financeiro;Assistente;4,04;6,28
Masculino;Solteiro;12;Humanas;4;São Paulo;Financeiro;Auxi ;2,3;2,2
Masculino;Solteiro;16;Humanas;16;Curitiba;Vendas;Assistente;12,73;50,36
Feminino;Casado;14;Biológicas;16;Rio de Janeiro;Financeiro;Assistente;17,86;17,5
Feminino;Solteiro;12;Humanas;24;Rio de Janeiro;Vendas;Auxiliar;1,68;3,82
Masculino;Casado;19;Sócio-econômicas;33;São Paulo;Vendas;Gerente;46,36;18,34
Masculino;Casado;20;Humanas;14;Rio de Janeiro;Vendas;Assistente;21,4;34
Masculino;Casado;15;Humanas;13;São Paulo;Vendas;Assistente;22,21;39,72
Masculino;Casado;13;Sócio-econômicas;14;Rio de Janeiro;Produção;Assistente;14,6;19,92
Feminino;Casado;11;Sócio-econômicas;7;Rio de Janeiro;Produção;Auxiliar;2,45;11,86
Masculino;Casado;15;Biológicas;7;Curitiba;Vendas;Auxiliar;6,25;3,92
Feminino;Viúvo;13;Exatas;31;Curitiba;Financeiro;Assistente;12,86;23,84
Feminino;Solteiro;9;Sócio-econômicas;13;Curitiba;Vendas;Auxiliar;2,27;3,02
Masculino;Casado;11;Biológicas;0;Rio de Janeiro;Produção;Auxiliar;5,33;6,98
Masculino;Casado;17;Sócio-econômicas;9;Rio de Janeiro;Pessoal;Assistente;15,53;4,54
Feminino;Casado;15;Exatas;20;Florianópolis;Vendas;Auxiliar;6,09;27,42
Masculino;Viúvo;14;Sócio-econômicas;18;São Paulo;Produção;Assistente;11,66;20,84
Masculino;Solteiro;16;Sócio-econômicas;3;Rio de Janeiro;Vendas;Assistente;5,63;22,82
Feminino;Casado;15;Exatas;0;Curitiba;Financeiro;Auxiliar;4,4;20,6
Masculino;Casado;15;Exatas;7;Florianópolis;Pessoal;Assistente;2,02;15,5
Feminino;Casado;21; ;32;Rio  ;Vendas;Assistente;28,89;43,2
Masculino;Casado;19;Sócio-econômicas;7;Curitiba;Vendas;Assistente;10,91;46,64
Feminino;Casado;14;Exatas;0;Florianópolis;Financeiro;Auxiliar;1,64;12,84
Feminino;Casado;22;Sócio-econômicas;30;Rio de Janeiro;Vendas;Gerente;35,4;104,44
Feminino;Casado;12;Sócio-econômicas;8;São Paulo;Produção;Auxiliar;4,65;6,28
Feminino;Casado;16;Sócio-econômicas;9;Rio de Janeiro;Vendas;Assistente;5,7;12,02
Masculino;Solteiro;16;Sócio-econômicas;11;Curitiba;Vendas;Auxiliar;3,6;10,1
Feminino;Solteiro;10;Sócio-econômicas;5;Rio de Janeiro;Produção;Auxiliar;1,6;5,14
Masculino;Casado;17;Sócio-econômicas;16;Rio de Janeiro;Vendas;Assistente;19,3;40,1
Feminino;Solteiro;9;Biológicas;0;Curitiba;Produção;Auxiliar;1,56;5,14
Feminino;Solteiro;17;Biológicas;18;Curitiba;Produção;Auxiliar;4,72;21,56
Feminino;Solteiro;9;Exatas;0;Florianópolis;Produção;Auxiliar;1,03;2,4
Masculino;Casado;18;Biológicas;15;Curitiba;Vendas;Assistente;7,75;19,68
Feminino;Casa ;20;Sócio-econômicas;27;Rio de Janeiro;Vendas;Gerente;17,69;51,7
Feminino;Viúvo;15;Sócio-econômicas;14;Rio de Janeiro;Financeiro;Assistente;6,75;13,68
Feminino; ;8;Exatas;0;Florianópolis;Produção;Auxiliar;1,13;3,46
Feminino;Solteiro;10;Humanas;10;Curitiba;Produção;Auxiliar;1,61;4,38
Masculino;Solteiro;14;Exat ;13;Curitiba;Vendas;Assistente;2,74;9,84
Masculino;Casado;14;Sócio-econômicas;16;Curitiba;Produção;Assistente;15,85;14,38
Masculino;Casado;13;Sócio-econômicas;13;Rio de Janeiro;Vendas;Assistente;15,53;53,06
Masculino;Casado;15;Sócio-econômicas;10;São Paulo;Vendas;Assistente;18,75;49,04
Masculino;Casado;14;Sócio-econômicas;19;Rio de Janeiro;Vendas;Assistente;9,96;10,82
Masculino;Casado;15;Sócio-econômicas;15;Florianópolis;Vendas;Assistente;17,17;15,12
Feminino;Casado;13;Exatas;3;São Paulo;Vendas;Auxiliar;1,95;6,98
Feminino;Casado;16;Sócio-econômicas;24;Rio de Janeiro;Vendas;Assistente;22,82;60,74
Feminino;Casado;11;Exatas;10;Curitiba;Produção;Auxiliar;3,54;4,38
Feminino;Solteiro;10;Biológicas;8;Curitiba;Produção;Auxiliar;1,6;2,36
Feminino;Viúvo;18;Sócio-econômicas;22;Florianópolis;Vendas;Assistente;11,53;18,14
Masculino;Casado;20;Sócio-econômicas;10;São Paulo;Vendas;Assistente;27,69;35,72
Feminino;Casado;15;Sócio-econômicas;17;Rio de Janeiro;Vendas;Assistente;10,3;50,8
Masculino;Viúvo;16;Sócio-econômicas;8;São Paulo;Produção;Assistente;4,92;11,86
Masculino;Casado;18;Exatas;15;Curitiba;Produção;Assistente;14,45;18,14
Masculino;Casado;16;Biológicas;17;São Paulo;Pessoal;Auxiliar;3,87;5,14
Masculino;Casado;15;Sócio-econômicas;17;Curitiba;Financeiro;Assistente;26,99;40,1
Masculino;Casado;15;Biológicas;9;Curitiba;Vendas;Assistente;8,24;4,84
Feminino;Casado;15;Humanas;24;Rio de Janeiro;Vendas;Assistente;14,45;7,52
Feminino;Solteiro;12;Humanas;0;Curitiba;Financeiro;Auxiliar;2,23;3,08
Masculino;Solteiro;11;Exatas;5;Rio de Janeiro;Financeiro;Auxiliar;1,62;3,86
Masculino;Casado;19;Sócio-econômicas;45;Rio de Janeiro;Vendas;Gerente;62,05;51,24
Feminino;Solteiro;8;Humanas;17;Curitiba;Produção;Auxiliar;1,71;2
Masculino;Casado;16;Biológicas;16;Rio de Janeiro;Vendas;Assistente;10,07;30,44
Feminino;Casado;14;Humanas;9;Curitiba;Pessoal;Auxiliar;7,28;20,14
Feminino;Viúvo;16;Sócio-econômicas;22;Rio de Janeiro;Vendas;Assistente;13;16,88
Feminino;Solteiro;10;Sócio-econômicas;10;Florianópolis;Produção;Auxiliar;1,62;3,3
Feminino;Divorciado;8;Sócio-econômicas;7;Rio de Janeiro;Produção;Auxiliar;1,61;2,28
Feminino;Viúvo;16;Humanas;13;Rio de Janeiro;Financeiro;Auxiliar;5,86;21,32
Masculino;Casado;16;Sócio-econômicas;33;Curitiba;Vendas;Assistente;36,24;66,44
Masculino;Solteiro;15;Exatas;4;São Paulo;Pessoal;Auxiliar;1,8;12,84
Feminino;Casado;15;Humanas;23;São Paulo;Pessoal;Assistente;2,49;5,82
Masculino;Viúvo;16;Humanas;35;Rio de Janeiro;Vendas;Assistente;15,53;28,9
Masculino;Casado;19;Sócio-econômicas;20;Rio de Janeiro;Vendas;Gerente;35,68;47,74
Feminino;Viúvo;15;Exatas;15;Curitiba;Financeiro;Auxiliar;3,54;4,24
Masculino;Casado;14;Humanas;19;Rio de Janeiro;Produção;Assistente;2,87;17,92
Feminino;Solteiro;12;Humanas;5;Rio de Janeiro;Produção;Auxiliar;1,36;7,3
Masc ;Casado;19;Sócio-econômicas;23;Rio de Janeiro;Vendas;Gerente;35,96;78,88
Masculino;Casado;16;Sócio-econômicas;29;Rio de Janeiro;Financeiro;Assistente;9,96;22,56
Masculino;Casado;16;Humanas;20;Rio de Janeiro;Financeiro;Assistente;19,48;23,84
Feminino;Viúvo;13;Sócio-econômicas;0;São Paulo;Financeiro;Auxiliar;1,57;9,3
Feminino;Casado;12;Exatas;8;Curitiba;Pessoal;Auxiliar;2,12; 
Feminino;Casado;13;Biológicas;9;São Paulo;Financeiro;Auxiliar;1,14;5,22
Masculino;Casado;19;Sócio-econômicas;14;Rio de Janeiro;Vendas;Gerente;40,95;32,02
Masculino;Solteiro;10;Exatas;0;Curitiba;Financeiro;Auxiliar;1,3;2
Masculino;Casado;13;Humanas;13;Florianópolis;Produção;Auxiliar;5,26;10,1
Feminino;Casado;14;Exatas;23;Rio de Janeiro;Financeiro;Auxiliar;5,63;17,5
Masculino;Casado;18;Sócio-econômicas;3;Rio de Janeiro;Vendas;Assistente;14,76;6,2
Masculino;Solteiro;13;Sócio-econômicas;16;Curitiba;Pessoal;Auxiliar;2,53;15,32
Masculino;Casado;23;Sócio-econômicas;35;Rio de Janeiro;Vendas;Gerente;50,45;96,08
Feminino;Casado;14;Exatas;7;Rio de Janeiro;Produção;Auxiliar;3,76;2,8
Masculino;Divorciado;18;Humanas;22;Rio de Janeiro;Vendas;Assistente;15,06;19,92
Feminino;Casado;16;Exatas;22;São Paulo;Vendas;Auxiliar;4,46;10,24
Masculino;Casado;18;Sócio-econômicas;26;Curitiba;Vendas;Assistente;25,85;111,74
Feminino;Casado;16;Humanas;21;Rio de Janeiro;Financeiro;Auxiliar;4,65;5,82
Feminino;Divorciado;13;Sócio-econômicas;12;Rio de Janeiro;Pessoal;Auxiliar;8,65;10,66
Masculino;Casado;16;Sócio-econômicas;9;Curitiba;Vendas;Assistente;13,14;3,08
Masculino;Casado;16;Sócio-econômicas;14;Rio de Janeiro;Vendas;Assistente;13,28;19
Masculino;Casado;18;Sócio-econômicas;24;São Paulo;Vendas;Assistente;23,24;50,36
Feminino;Casado;17;Sócio-econômicas;15;São Paulo;Vendas;Assistente;13,57;21,56
Feminino;Divorciado;9;Exatas;2;Curitiba;Vendas;Auxiliar;1,71;13
Masculino;Casado;19;Biológicas;25;Rio de Janeiro;Vendas;Assistente;9,39;29,82
Masculino;Casado;16;Sócio-econômicas;23;São Paulo;Pessoal;Assistente;9,96;20,38
Masculino;Solteiro;18;Exatas;23;Rio de Janeiro;Vendas;Assistente;9,84;20,14
Masculino;Casa ;13;Sócio-econômicas;15;Florianópolis;Financeiro;Auxiliar;4,4;7,3
Masculino;Divorciado;12;Sócio-econômicas;1;São Paulo;Financeiro;Auxiliar;5,55;3,12
Feminino;Casado;17;Sócio-econômicas;6;Curitiba;Financeiro;Assistente;6,67;8,08
Masculino;Casado;14;Sócio-econômicas;15;Rio de Janeiro;Vendas;Assistente;5,7;11,4
Masculino;Viúvo;12;Sócio-econômicas;23;Rio de Janeiro;Produção;Assistente;9,07;10,1
Masculino;Casado;11;Exatas;11;Curitiba;Produção;Auxiliar;1,6;3,34
Masculino;Casado;15;Exatas;17;Rio de Janeiro;Vendas;Assistente;13,14;20,84
Feminino;Casado;17;Exatas;24;Curitiba;Vendas;Auxiliar;5,86;15,5
Masculino;Casado;18;Sócio-econômicas;21;Rio de Janeiro;Vendas;Gerente;34,03;78,28
Masculino;Solteiro;13;Humanas;17;São Paulo;Produção;Assistente;2,27;14,2
Masculino;Casado;19;Exatas;18;Rio de Janeiro;Vendas;Assistente;7,19;40,1
Masculino;Solteiro;11;Sócio-econômicas;8;São Paulo;Financeiro;Auxiliar;3,44;14,76
Masculino;Casado;14;Sócio-econômicas;15;Rio de Janeiro;Financeiro;Assistente;17;10,52
Feminino;Casado;21;Sócio-econômicas;40;Rio de Janeiro;Vendas;Gerente;70,79;128,14
Masculino;Casado;19;Sócio-econômicas;27;Curitiba;Vendas;Gerente;23,87;52,14
Feminino;Casado;16;Exatas;14;Rio de Janeiro;Pessoal;Auxiliar;6,25;3,72
Masculino;Solteiro;15;Sócio-econômicas;18;Rio de Janeiro;Produção;Auxiliar;3,6;22,3
Masculino;Casado;16;Humanas;18;Rio de Janeiro;Vendas;Assistente;14,3;26,86
Feminino;Casado;14;Exatas;2;São Paulo;Vendas;Auxiliar;1,8;5,4
Masculino;Viúvo;12;Sócio-econômicas;11;Curitiba;Vendas;Auxiliar;3,6;12,66
Feminino;Casado;17;Sócio-econômicas;19;Rio de Janeiro;Vendas;Assistente;28,17;49,48
Masculino;Casado;11;Sócio-econômicas;0;Rio de Janeiro;Produção;Auxiliar;1,99;17,08
Masculino;Casado;18;Sócio-econômicas;15;Rio de Janeiro;Vendas;Assistente;18,75;17,5
Masculino;Casado;11;Biológicas;3;Curitiba;Pessoal;Auxiliar;6,27;4,24
Feminino;Casado;14;Humanas;21;São Paulo;Vendas;Auxiliar;7,38;16,08
Masculino;Casado;15;Humanas;16;Rio de Janeiro;Financeiro;Assistente;14,3;89,44
Feminino;Solteiro;11;Humanas;8;Rio de Janeiro;Pessoal;Auxiliar;1,68;2,76
Masculino;Divorciado;10;Humanas;0;São Paulo;Produção;Auxiliar;1,52;2,4
Masculino;Casado;12;Sócio-econômicas;0;Rio de Janeiro;Pessoal;Assistente;6,33;11,56
Feminino;Divorciado;8;Sócio-econômicas;6;Florianópolis;Produção;Auxiliar;1,27;4,46
Masculino;Casado;13;Exatas;30;São Paulo;Pessoal;Assistente;13,57;24,36
Feminino;Divorciado;10;Humanas;0;Curitiba;Pessoal;Auxiliar;1,6;2,42
Feminino;Solteiro;15;Exatas;27;São Paulo;Produção;Auxiliar;4,52;10,38
Masculino;Divorciado;14;Sócio-econômicas;19;Rio de Janeiro;Vendas;Assistente;10,66;13,86
